Transaction_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Customer_Region,Product_Category,Product_Name,Quantity_Ordered,Unit_Price,Unit_Cost,Discount_Applied,Shipping_Cost,Payment_Method,Order_Status,Order_Year,Order_Month,Order_Month_Name,Order_Quarter,Day_of_Week,Is_Weekend,Delivery_Duration_Days,Gross_Sales_Amount,Discount_Amount,Net_Sales_Amount,Total_COGS,Gross_Profit,Profit_Margin_Pct,Customer_Age_Group,Order_Value_Tier
ORD-106810,2025-08-08,2025-08-11,CUST-2865,Customer_2865,43,Male,United States,Home & Kitchen,Robot Vacuum Cleaner,8,305.72,130.0,0.2,11.05,Credit Card,Returned,2025,8,August,Q3,Friday,0,3,2445.76,489.15,1956.61,1040.0,916.61,46.85,Gen X (40-59),VIP Enterprise Tier
ORD-100365,2025-10-11,2025-10-12,CUST-2241,Customer_2241,41,Other,France,Beauty & Personal Care,Organic Moisturizing Cream,3,27.02,8.0,0.3,14.29,Apple Pay,Cancelled,2025,10,October,Q4,Saturday,1,1,81.06,24.32,56.74,24.0,32.74,57.7,Gen X (40-59),Budget Tier
ORD-111480,2025-02-13,2025-02-15,CUST-1189,Customer_1189,74,Other,United Kingdom,Books & Stationery,Ergonomic Fountain Pen Set,7,31.47,9.0,0.0,10.55,Credit Card,Returned,2025,2,February,Q1,Thursday,0,2,220.29,0.0,220.29,63.0,157.29,71.4,Boomer+ (60+),Premium Tier
ORD-108151,2025-06-19,2025-06-23,CUST-3202,Customer_3202,25,Female,France,Home & Kitchen,Espresso Coffee Maker,4,201.62,90.0,0.05,10.53,Cash on Delivery,Shipped,2025,6,June,Q2,Thursday,0,4,806.48,40.32,766.16,360.0,406.16,53.01,Millennial (25-39),VIP Enterprise Tier
ORD-108718,2025-05-14,2025-05-21,CUST-1755,Customer_1755,22,Female,Japan,Books & Stationery,Hardcover Productivity Journal,3,19.26,4.5,0.1,22.16,PayPal,Returned,2025,5,May,Q2,Wednesday,0,7,57.78,5.78,52.0,13.5,38.5,74.04,Gen Z (<25),Budget Tier
ORD-100056,2025-03-17,2025-03-19,CUST-3199,Customer_3199,41,Other,United Kingdom,Electronics,Smartphone Pro,5,408.09000000000003,450.0,0.3,7.88,Credit Card,Delivered,2025,3,March,Q1,Monday,0,2,2040.45,612.14,1428.31,2250.0,-821.69,-57.53,Gen X (40-59),VIP Enterprise Tier
ORD-100639,2025-06-07,2025-06-13,CUST-2869,Customer_2869,23,Male,India,Clothing & Apparel,Waterproof Winter Jacket,3,122.71,48.0,0.15,8.94,Credit Card,Processing,2025,6,June,Q2,Saturday,1,6,368.13,55.22,312.91,144.0,168.91,53.98,Gen Z (<25),Premium Tier
ORD-100303,2025-11-21,2025-11-25,CUST-3046,Customer_3046,71,Male,United States,Clothing & Apparel,Waterproof Winter Jacket,4,119.92,48.0,0.3,21.38,Apple Pay,Refunded,2025,11,November,Q4,Friday,0,4,479.68,143.9,335.78,192.0,143.78,42.82,Boomer+ (60+),Premium Tier
ORD-110959,2024-09-07,2024-09-10,CUST-3445,Customer_3445,36,Other,Canada,Clothing & Apparel,Waterproof Winter Jacket,2,118.11,48.0,0.15,11.32,Debit Card,Shipped,2024,9,September,Q3,Saturday,1,3,236.22,35.43,200.79,96.0,104.79,52.19,Millennial (25-39),Standard Tier
ORD-105812,2025-11-10,2025-11-12,CUST-3051,Customer_3051,57,Male,United Kingdom,Books & Stationery,Hardcover Productivity Journal,8,18.56,4.5,0.3,5.06,Apple Pay,Shipped,2025,11,November,Q4,Monday,0,2,148.48,44.54,103.94,36.0,67.94,65.36,Gen X (40-59),Standard Tier
ORD-101277,2024-07-12,2024-07-19,CUST-1337,Customer_1337,21,Non-Binary,Japan,Home & Kitchen,Espresso Coffee Maker,5,201.14,90.0,0.1,9.84,Credit Card,Cancelled,2024,7,July,Q3,Friday,0,7,1005.7,100.57,905.13,450.0,455.13,50.28,Gen Z (<25),VIP Enterprise Tier
ORD-110248,2024-10-27,2024-11-03,CUST-1358,Customer_1358,67,Male,United States,Clothing & Apparel,Breathable Running Shoes,3,114.92,42.0,0.0,8.61,Credit Card,Refunded,2024,10,October,Q4,Sunday,1,7,344.76,0.0,344.76,126.0,218.76,63.45,Boomer+ (60+),Premium Tier
ORD-104433,2025-06-16,2025-06-21,CUST-2678,Customer_2678,45,Male,Canada,Home & Kitchen,Robot Vacuum Cleaner,5,310.86,130.0,0.25,9.88,Credit Card,Refunded,2025,6,June,Q2,Monday,0,5,1554.3,388.58,1165.72,650.0,515.72,44.24,Gen X (40-59),VIP Enterprise Tier
ORD-103645,2025-01-09,2025-01-15,CUST-3456,Customer_3456,19,Male,Germany,Books & Stationery,Hardcover Productivity Journal,6,18.08,4.5,0.3,12.53,Credit Card,Delivered,2025,1,January,Q1,Thursday,0,6,108.48,32.54,75.94,27.0,48.94,64.45,Gen Z (<25),Budget Tier
ORD-104144,2024-12-28,2025-01-04,CUST-2728,Customer_2728,23,Female,Germany,Electronics,Smartphone Pro,8,408.09000000000003,450.0,0.15,23.9,Credit Card,Processing,2024,12,December,Q4,Saturday,1,7,3264.72,489.71,2775.01,3600.0,-824.99,-29.73,Gen Z (<25),VIP Enterprise Tier
ORD-102879,2025-09-02,2025-09-04,CUST-3468,Customer_3468,32,Female,Canada,Clothing & Apparel,Breathable Running Shoes,7,113.17,42.0,0.25,18.59,Cash on Delivery,Processing,2025,9,September,Q3,Tuesday,0,2,792.19,198.05,594.14,294.0,300.14,50.52,Millennial (25-39),VIP Enterprise Tier
ORD-106494,2025-08-24,2025-08-26,CUST-2838,Customer_2838,41,Female,Canada,Books & Stationery,Artist Sketchbook Pack,6,14.94,3.5,0.2,19.13,PayPal,Refunded,2025,8,August,Q3,Sunday,1,2,89.64,17.93,71.71,21.0,50.71,70.72,Gen X (40-59),Budget Tier
ORD-110479,2025-10-08,2025-10-12,CUST-2349,Customer_2349,38,Non-Binary,India,Books & Stationery,Hardcover Productivity Journal,4,19.07,4.5,0.0,13.28,Bank Transfer,Shipped,2025,10,October,Q4,Wednesday,0,4,76.28,0.0,76.28,18.0,58.28,76.4,Millennial (25-39),Budget Tier
ORD-110454,2025-05-06,2025-05-09,CUST-2999,Customer_2999,47,Male,India,Books & Stationery,Hardcover Productivity Journal,8,18.36,4.5,0.25,18.59,Apple Pay,Shipped,2025,5,May,Q2,Tuesday,0,3,146.88,36.72,110.16,36.0,74.16,67.32,Gen X (40-59),Standard Tier
ORD-105241,2025-02-18,2025-02-22,CUST-2493,Customer_2493,60,Female,France,Beauty & Personal Care,Vitamin C Facial Serum,2,34.96,10.0,0.05,19.19,Credit Card,Shipped,2025,2,February,Q1,Tuesday,0,4,69.92,3.5,66.42,20.0,46.42,69.89,Boomer+ (60+),Budget Tier
ORD-112086,2025-11-09,2025-11-14,CUST-1271,Customer_1271,72,Non-Binary,United Kingdom,Home & Kitchen,Espresso Coffee Maker,4,198.91,90.0,0.25,12.73,Debit Card,Delivered,2025,11,November,Q4,Sunday,1,5,795.64,198.91,596.73,360.0,236.73,39.67,Boomer+ (60+),VIP Enterprise Tier
ORD-107241,2024-06-27,2024-06-28,CUST-3266,Customer_3266,44,Female,Unknown,Clothing & Apparel,Breathable Running Shoes,5,113.73,42.0,0.0,9.15,Credit Card,Delivered,2024,6,June,Q2,Thursday,0,1,568.65,0.0,568.65,210.0,358.65,63.07,Gen X (40-59),VIP Enterprise Tier
ORD-102594,2025-04-12,2025-04-16,CUST-1389,Customer_1389,64,Female,India,Clothing & Apparel,Waterproof Winter Jacket,2,120.25,48.0,0.0,6.87,Credit Card,Delivered,2025,4,April,Q2,Saturday,1,4,240.5,0.0,240.5,96.0,144.5,60.08,Boomer+ (60+),Premium Tier
ORD-111310,2024-04-02,2024-04-09,CUST-2092,Customer_2092,42,Other,United Kingdom,Clothing & Apparel,Merino Wool Sweater,7,88.99,32.0,0.1,22.07,Credit Card,Shipped,2024,4,April,Q2,Tuesday,0,7,622.93,62.29,560.64,224.0,336.64,60.05,Gen X (40-59),VIP Enterprise Tier
ORD-102394,2025-08-18,2025-08-19,CUST-1203,Customer_1203,29,Male,France,Books & Stationery,Business Strategy Guide,4,24.68,6.0,0.15,10.82,Debit Card,Returned,2025,8,August,Q3,Monday,0,1,98.72,14.81,83.91,24.0,59.91,71.4,Millennial (25-39),Budget Tier
ORD-100524,2025-03-29,2025-04-04,CUST-3454,Customer_3454,55,Male,Germany,Books & Stationery,Hardcover Productivity Journal,2,18.84,4.5,0.05,5.33,Apple Pay,Returned,2025,3,March,Q1,Saturday,1,6,37.68,1.88,35.8,9.0,26.8,74.86,Gen X (40-59),Budget Tier
ORD-106377,2025-08-20,2025-08-22,CUST-2950,Customer_2950,68,Female,United States,Beauty & Personal Care,Ionic Hair Dryer,2,76.56,28.0,0.05,14.04,Credit Card,Processing,2025,8,August,Q3,Wednesday,0,2,153.12,7.66,145.46,56.0,89.46,61.5,Boomer+ (60+),Standard Tier
ORD-106982,2024-11-14,2024-11-17,CUST-1780,Customer_1780,66,Other,United States,Clothing & Apparel,Merino Wool Sweater,3,83.47,32.0,0.3,17.29,Credit Card,Shipped,2024,11,November,Q4,Thursday,0,3,250.41,75.12,175.29,96.0,79.29,45.23,Boomer+ (60+),Standard Tier
ORD-106678,2025-05-18,2025-05-24,CUST-1011,Customer_1011,43,Non-Binary,France,Clothing & Apparel,Slim-Fit Denim Jeans,5,67.28,24.0,0.015,11.31,Debit Card,Returned,2025,5,May,Q2,Sunday,1,6,336.4,5.05,331.35,120.0,211.35,63.78,Gen X (40-59),Premium Tier
ORD-103901,2024-09-09,2024-09-14,CUST-2146,Customer_2146,32,Non-Binary,United Kingdom,Electronics,USB-C Fast Charger,6,31.17,8.5,0.25,13.0,Debit Card,Delivered,2024,9,September,Q3,Monday,0,5,187.02,46.76,140.26,51.0,89.26,63.64,Millennial (25-39),Standard Tier
ORD-105586,2024-03-29,2024-04-02,CUST-1096,Customer_1096,66,Male,Canada,Electronics,Gaming Mechanical Keyboard,1,86.5,35.0,0.15,22.19,Credit Card,Shipped,2024,3,March,Q1,Friday,0,4,86.5,12.98,73.52,35.0,38.52,52.39,Boomer+ (60+),Budget Tier
ORD-112029,2024-07-09,2024-07-14,CUST-3283,Customer_3283,51,Other,India,Electronics,4K Ultra Monitor,3,354.64,190.0,0.25,14.66,Debit Card,Processing,2024,7,July,Q3,Tuesday,0,5,1063.92,265.98,797.94,570.0,227.94,28.57,Gen X (40-59),VIP Enterprise Tier
ORD-107957,2024-08-18,2024-08-25,CUST-2350,Customer_2350,53,Female,Germany,Electronics,Wireless Earbuds,2,136.26,45.0,0.2,14.95,Debit Card,Delivered,2024,8,August,Q3,Sunday,1,7,272.52,54.5,218.02,90.0,128.02,58.72,Gen X (40-59),Premium Tier
ORD-107571,2024-02-26,2024-02-27,CUST-2308,Customer_2308,44,Other,Germany,Home & Kitchen,Stainless Steel Cookware Set,8,143.29,65.0,0.0,17.36,Credit Card,Returned,2024,2,February,Q1,Monday,0,1,1146.32,0.0,1146.32,520.0,626.32,54.64,Gen X (40-59),VIP Enterprise Tier
ORD-111315,2025-05-27,2025-05-30,CUST-2665,Customer_2665,70,Male,Unknown,Books & Stationery,Ergonomic Fountain Pen Set,7,31.25,9.0,0.1,23.22,Bank Transfer,Delivered,2025,5,May,Q2,Tuesday,0,3,218.75,21.88,196.87,63.0,133.87,68.0,Boomer+ (60+),Standard Tier
ORD-106778,2024-05-19,2024-05-22,CUST-1664,Customer_1664,51,Male,United States,Books & Stationery,Data Science Handbook (Hardcover),1,56.35,20.0,0.3,5.49,Credit Card,Returned,2024,5,May,Q2,Sunday,1,3,56.35,16.9,39.45,20.0,19.45,49.3,Gen X (40-59),Budget Tier
ORD-110162,2025-05-19,2025-05-23,CUST-1220,Customer_1220,21,Other,United Kingdom,Electronics,Wireless Earbuds,8,133.37,45.0,0.2,15.035,Credit Card,Cancelled,2025,5,May,Q2,Monday,0,4,1066.96,213.39,853.57,360.0,493.57,57.82,Gen Z (<25),VIP Enterprise Tier
ORD-100672,2025-04-23,2025-04-29,CUST-1235,Customer_1235,21,Other,France,Home & Kitchen,Air Purifier HEPA,4,119.24,50.0,0.2,20.58,Cash on Delivery,Cancelled,2025,4,April,Q2,Wednesday,0,6,476.96,95.39,381.57,200.0,181.57,47.58,Gen Z (<25),Premium Tier
ORD-104189,2024-12-22,2024-12-23,CUST-3204,Customer_3204,72,Male,United Kingdom,Home & Kitchen,Blender & Smoothie Maker,2,60.33,22.0,0.05,13.74,Cash on Delivery,Shipped,2024,12,December,Q4,Sunday,1,1,120.66,6.03,114.63,44.0,70.63,61.62,Boomer+ (60+),Standard Tier
ORD-103267,2025-01-29,2025-01-30,CUST-1498,Customer_1498,18,Male,France,Books & Stationery,Ergonomic Fountain Pen Set,3,31.32,9.0,0.015,20.68,Bank Transfer,Shipped,2025,1,January,Q1,Wednesday,0,1,93.96,1.41,92.55,27.0,65.55,70.83,Gen Z (<25),Budget Tier
ORD-101888,2024-02-21,2024-02-26,CUST-2230,Customer_2230,67,Male,United States,Home & Kitchen,Air Purifier HEPA,13,120.12,50.0,0.1,23.28,Credit Card,Processing,2024,2,February,Q1,Wednesday,0,5,1561.56,156.16,1405.4,650.0,755.4,53.75,Boomer+ (60+),VIP Enterprise Tier
ORD-111459,2025-07-11,2025-07-15,CUST-1870,Customer_1870,67,Other,India,Beauty & Personal Care,Organic Moisturizing Cream,4,28.25,8.0,0.25,14.91,Credit Card,Delivered,2025,7,July,Q3,Friday,0,4,113.0,28.25,84.75,32.0,52.75,62.24,Boomer+ (60+),Budget Tier
ORD-108473,2025-11-26,2025-12-01,CUST-3045,Customer_3045,39,Male,Canada,Home & Kitchen,Stainless Steel Cookware Set,4,147.7,65.0,0.05,10.0,Bank Transfer,Delivered,2025,11,November,Q4,Wednesday,0,5,590.8,29.54,561.26,260.0,301.26,53.68,Millennial (25-39),VIP Enterprise Tier
ORD-109912,2024-01-22,2024-01-24,CUST-2736,Customer_2736,22,Non-Binary,Germany,Home & Kitchen,Blender & Smoothie Maker,8,62.39,22.0,0.05,24.61,PayPal,Cancelled,2024,1,January,Q1,Monday,0,2,499.12,24.96,474.16,176.0,298.16,62.88,Gen Z (<25),Premium Tier
ORD-111140,2024-10-19,2024-10-21,CUST-1937,Customer_1937,29,Other,United States,Clothing & Apparel,Slim-Fit Denim Jeans,8,67.38,24.0,0.25,19.48,Cash on Delivery,Processing,2024,10,October,Q4,Saturday,1,2,539.04,134.76,404.28,192.0,212.28,52.51,Millennial (25-39),Premium Tier
ORD-109092,2025-11-01,2025-11-08,CUST-1700,Customer_1700,33,Other,Germany,Electronics,Wireless Earbuds,5,126.09,45.0,0.25,22.59,Apple Pay,Shipped,2025,11,November,Q4,Saturday,1,7,630.45,157.61,472.84,225.0,247.84,52.42,Millennial (25-39),Premium Tier
ORD-107688,2025-03-14,2025-03-20,CUST-2960,Customer_2960,47,Female,United States,Electronics,Wireless Earbuds,5,125.65,45.0,0.25,16.69,Credit Card,Delivered,2025,3,March,Q1,Friday,0,6,628.25,157.06,471.19,225.0,246.19,52.25,Gen X (40-59),Premium Tier
ORD-106032,2024-12-24,2024-12-25,CUST-1259,Customer_1259,67,Male,Germany,Beauty & Personal Care,Vitamin C Facial Serum,6,36.31,10.0,0.0,18.21,Credit Card,Delivered,2024,12,December,Q4,Tuesday,0,1,217.86,0.0,217.86,60.0,157.86,72.46,Boomer+ (60+),Premium Tier
ORD-106091,2025-12-01,2025-12-08,CUST-2287,Customer_2287,67,Male,United Kingdom,Electronics,4K Ultra Monitor,2,361.34,190.0,0.25,5.28,Apple Pay,Delivered,2025,12,December,Q4,Monday,0,7,722.68,180.67,542.01,380.0,162.01,29.89,Boomer+ (60+),VIP Enterprise Tier
ORD-106239,2024-07-28,2024-08-03,CUST-1439,Customer_1439,44,Other,Germany,Clothing & Apparel,Waterproof Winter Jacket,2,120.9,48.0,0.1,13.27,Debit Card,Shipped,2024,7,July,Q3,Sunday,1,6,241.8,24.18,217.62,96.0,121.62,55.89,Gen X (40-59),Premium Tier
ORD-107351,2025-07-11,2025-07-17,CUST-2499,Customer_2499,56,Male,United States,Books & Stationery,Business Strategy Guide,3,25.13,6.0,0.0,23.94,Apple Pay,Returned,2025,7,July,Q3,Friday,0,6,75.39,0.0,75.39,18.0,57.39,76.12,Gen X (40-59),Budget Tier
ORD-107831,2025-07-05,2025-07-09,CUST-1024,Customer_1024,33,Non-Binary,United States,Clothing & Apparel,Casual Cotton T-Shirt,8,24.73,7.0,0.3,21.21,Credit Card,Cancelled,2025,7,July,Q3,Saturday,1,4,197.84,59.35,138.49,56.0,82.49,59.56,Millennial (25-39),Standard Tier
ORD-100761,2025-01-31,2025-02-02,CUST-3203,Customer_3203,56,Male,India,Home & Kitchen,Blender & Smoothie Maker,8,58.8,22.0,0.1,12.64,Credit Card,Refunded,2025,1,January,Q1,Friday,0,2,470.4,47.04,423.36,176.0,247.36,58.43,Gen X (40-59),Premium Tier
ORD-106255,2024-09-23,2024-09-24,CUST-2194,Customer_2194,51,Other,Australia,Electronics,Smartphone Pro,7,408.09000000000003,450.0,0.3,21.93,Debit Card,Delivered,2024,9,September,Q3,Monday,0,1,2856.63,856.99,1999.64,3150.0,-1150.36,-57.53,Gen X (40-59),VIP Enterprise Tier
ORD-101907,2024-07-26,2024-07-30,CUST-2432,Customer_2432,72,Other,Canada,Books & Stationery,Ergonomic Fountain Pen Set,3,31.28,9.0,0.2,11.47,Cash on Delivery,Delivered,2024,7,July,Q3,Friday,0,4,93.84,18.77,75.07,27.0,48.07,64.03,Boomer+ (60+),Budget Tier
ORD-106270,2024-08-24,2024-08-28,CUST-1703,Customer_1703,19,Male,Australia,Home & Kitchen,Robot Vacuum Cleaner,2,292.97,130.0,0.1,13.08,Credit Card,Returned,2024,8,August,Q3,Saturday,1,4,585.94,58.59,527.35,260.0,267.35,50.7,Gen Z (<25),VIP Enterprise Tier
ORD-104301,2024-05-29,2024-06-05,CUST-2801,Customer_2801,69,Female,United Kingdom,Books & Stationery,Business Strategy Guide,2,23.94,6.0,0.1,22.98,Credit Card,Refunded,2024,5,May,Q2,Wednesday,0,7,47.88,4.79,43.09,12.0,31.09,72.15,Boomer+ (60+),Budget Tier
ORD-107942,2024-01-10,2024-01-16,CUST-2657,Customer_2657,19,Non-Binary,Canada,Electronics,Smartphone Pro,3,408.09000000000003,450.0,0.3,10.5,Credit Card,Delivered,2024,1,January,Q1,Wednesday,0,6,1224.27,367.28,856.99,1350.0,-493.01,-57.53,Gen Z (<25),VIP Enterprise Tier
ORD-110786,2024-02-16,2024-02-22,CUST-3452,Customer_3452,58,Other,Canada,Home & Kitchen,Blender & Smoothie Maker,2,60.45,22.0,0.1,17.33,Credit Card,Shipped,2024,2,February,Q1,Friday,0,6,120.9,12.09,108.81,44.0,64.81,59.56,Gen X (40-59),Standard Tier
ORD-104165,2024-03-17,2024-03-19,CUST-2168,Customer_2168,43,Male,United Kingdom,Electronics,USB-C Fast Charger,4,30.33,8.5,0.0,20.27,Credit Card,Processing,2024,3,March,Q1,Sunday,1,2,121.32,0.0,121.32,34.0,87.32,71.97,Gen X (40-59),Standard Tier
ORD-111224,2025-05-09,2025-05-12,CUST-1701,Customer_1701,19,Male,United Kingdom,Books & Stationery,Hardcover Productivity Journal,6,18.54,4.5,0.1,23.24,Credit Card,Refunded,2025,5,May,Q2,Friday,0,3,111.24,11.12,100.12,27.0,73.12,73.03,Gen Z (<25),Standard Tier
ORD-105972,2025-11-08,2025-11-15,CUST-2633,Customer_2633,53,Male,India,Beauty & Personal Care,Sonic Electric Toothbrush,4,50.9,16.0,0.15,24.74,Cash on Delivery,Refunded,2025,11,November,Q4,Saturday,1,7,203.6,30.54,173.06,64.0,109.06,63.02,Gen X (40-59),Standard Tier
ORD-103580,2025-01-18,2025-01-22,CUST-2120,Customer_2120,71,Other,Germany,Beauty & Personal Care,Sonic Electric Toothbrush,8,49.38,16.0,0.25,24.57,PayPal,Processing,2025,1,January,Q1,Saturday,1,4,395.04,98.76,296.28,128.0,168.28,56.8,Boomer+ (60+),Premium Tier
ORD-102833,2024-10-29,2024-11-04,CUST-2765,Customer_2765,19,Other,Canada,Home & Kitchen,Air Purifier HEPA,7,123.95,50.0,0.3,15.52,Credit Card,Processing,2024,10,October,Q4,Tuesday,0,6,867.65,260.29,607.36,350.0,257.36,42.37,Gen Z (<25),VIP Enterprise Tier
ORD-105450,2025-08-06,2025-08-11,CUST-2485,Customer_2485,25,Other,India,Home & Kitchen,Robot Vacuum Cleaner,3,312.43,130.0,0.05,8.07,Credit Card,Processing,2025,8,August,Q3,Wednesday,0,5,937.29,46.86,890.43,390.0,500.43,56.2,Millennial (25-39),VIP Enterprise Tier
ORD-103473,2025-10-18,2025-10-20,CUST-2573,Customer_2573,43,Other,United States,Beauty & Personal Care,Vitamin C Facial Serum,2,33.41,10.0,0.15,20.53,Bank Transfer,Shipped,2025,10,October,Q4,Saturday,1,2,66.82,10.02,56.8,20.0,36.8,64.79,Gen X (40-59),Budget Tier
ORD-106328,2025-10-27,2025-10-29,CUST-3209,Customer_3209,58,Non-Binary,United Kingdom,Beauty & Personal Care,Ionic Hair Dryer,2,72.95,28.0,0.0,19.2,Credit Card,Processing,2025,10,October,Q4,Monday,0,2,145.9,0.0,145.9,56.0,89.9,61.62,Gen X (40-59),Standard Tier
ORD-100138,2024-10-02,2024-10-04,CUST-2449,Customer_2449,49,Female,United Kingdom,Home & Kitchen,Blender & Smoothie Maker,4,57.71,22.0,0.25,24.16,Cash on Delivery,Returned,2024,10,October,Q4,Wednesday,0,2,230.84,57.71,173.13,88.0,85.13,49.17,Gen X (40-59),Standard Tier
ORD-107044,2024-03-06,2024-03-11,CUST-2557,Customer_2557,66,Male,Canada,Clothing & Apparel,Waterproof Winter Jacket,7,120.61,48.0,0.0,20.97,PayPal,Processing,2024,3,March,Q1,Wednesday,0,5,844.27,0.0,844.27,336.0,508.27,60.2,Boomer+ (60+),VIP Enterprise Tier
ORD-104893,2024-06-23,2024-06-24,CUST-3350,Customer_3350,41,Male,Germany,Clothing & Apparel,Slim-Fit Denim Jeans,5,67.04,24.0,0.15,17.11,Debit Card,Processing,2024,6,June,Q2,Sunday,1,1,335.2,50.28,284.92,120.0,164.92,57.88,Gen X (40-59),Premium Tier
ORD-102181,2025-09-28,2025-10-05,CUST-2592,Customer_2592,41,Male,United Kingdom,Clothing & Apparel,Slim-Fit Denim Jeans,1,67.81,24.0,0.0,10.0,Credit Card,Returned,2025,9,September,Q3,Sunday,1,7,67.81,0.0,67.81,24.0,43.81,64.61,Gen X (40-59),Budget Tier
ORD-110321,2024-07-10,2024-07-17,CUST-1983,Customer_1983,45,Male,United States,Electronics,Wireless Earbuds,3,123.66,45.0,0.2,13.55,Debit Card,Delivered,2024,7,July,Q3,Wednesday,0,7,370.98,74.2,296.78,135.0,161.78,54.51,Gen X (40-59),Premium Tier
ORD-103178,2024-04-27,2024-04-29,CUST-1364,Customer_1364,22,Male,Canada,Electronics,USB-C Fast Charger,5,29.11,8.5,0.0,14.64,Cash on Delivery,Returned,2024,4,April,Q2,Saturday,1,2,145.55,0.0,145.55,42.5,103.05,70.8,Gen Z (<25),Standard Tier
ORD-104855,2024-09-21,2024-09-27,CUST-1294,Customer_1294,46,Male,United States,Home & Kitchen,Stainless Steel Cookware Set,1,143.77,65.0,0.0,14.23,Debit Card,Shipped,2024,9,September,Q3,Saturday,1,6,143.77,0.0,143.77,65.0,78.77,54.79,Gen X (40-59),Standard Tier
ORD-104638,2024-07-26,2024-07-28,CUST-1841,Customer_1841,22,Other,United Kingdom,Home & Kitchen,Air Purifier HEPA,7,117.2,50.0,0.2,20.8,Credit Card,Processing,2024,7,July,Q3,Friday,0,2,820.4,164.08,656.32,350.0,306.32,46.67,Gen Z (<25),VIP Enterprise Tier
ORD-105116,2025-07-18,2025-07-22,CUST-2405,Customer_2405,36,Other,United Kingdom,Clothing & Apparel,Slim-Fit Denim Jeans,7,64.78,24.0,0.2,5.34,Credit Card,Returned,2025,7,July,Q3,Friday,0,4,453.46,90.69,362.77,168.0,194.77,53.69,Millennial (25-39),Premium Tier
ORD-111953,2025-05-07,2025-05-09,CUST-1917,Customer_1917,49,Male,United Kingdom,Home & Kitchen,Espresso Coffee Maker,3,206.45,90.0,0.15,15.83,Credit Card,Cancelled,2025,5,May,Q2,Wednesday,0,2,619.35,92.9,526.45,270.0,256.45,48.71,Gen X (40-59),VIP Enterprise Tier
ORD-107649,2024-12-03,2024-12-08,CUST-2805,Customer_2805,90,Other,United Kingdom,Home & Kitchen,Stainless Steel Cookware Set,7,143.97,65.0,0.25,13.85,Cash on Delivery,Delivered,2024,12,December,Q4,Tuesday,0,5,1007.79,251.95,755.84,455.0,300.84,39.8,Boomer+ (60+),VIP Enterprise Tier
ORD-101332,2025-10-25,2025-11-01,CUST-1481,Customer_1481,24,Male,United Kingdom,Electronics,4K Ultra Monitor,6,339.66,190.0,0.0,7.98,Debit Card,Shipped,2025,10,October,Q4,Saturday,1,7,2037.96,0.0,2037.96,1140.0,897.96,44.06,Gen Z (<25),VIP Enterprise Tier
ORD-110210,2025-08-09,2025-08-16,CUST-1907,Customer_1907,28,Other,Canada,Books & Stationery,Hardcover Productivity Journal,6,18.07,4.5,0.1,6.89,Apple Pay,Delivered,2025,8,August,Q3,Saturday,1,7,108.42,10.84,97.58,27.0,70.58,72.33,Millennial (25-39),Budget Tier
ORD-110675,2025-05-11,2025-05-17,CUST-3482,Customer_3482,66,Male,India,Electronics,Gaming Mechanical Keyboard,2,90.4,35.0,0.15,22.22,PayPal,Delivered,2025,5,May,Q2,Sunday,1,6,180.8,27.12,153.68,70.0,83.68,54.45,Boomer+ (60+),Standard Tier
ORD-107003,2024-10-12,2024-10-17,CUST-2466,Customer_2466,43,Male,United States,Electronics,USB-C Fast Charger,6,31.44,8.5,0.3,24.29,Credit Card,Processing,2024,10,October,Q4,Saturday,1,5,188.64,56.59,132.05,51.0,81.05,61.38,Gen X (40-59),Standard Tier
ORD-106942,2024-04-24,2024-04-29,CUST-2653,Customer_2653,65,Female,United States,Beauty & Personal Care,Vitamin C Facial Serum,7,36.05,10.0,0.1,23.2,Apple Pay,Delivered,2024,4,April,Q2,Wednesday,0,5,252.35,25.24,227.11,70.0,157.11,69.18,Boomer+ (60+),Premium Tier
ORD-108018,2024-06-19,2024-06-26,CUST-1733,Customer_1733,48,Male,Canada,Clothing & Apparel,Merino Wool Sweater,4,88.1,32.0,0.05,21.32,Credit Card,Refunded,2024,6,June,Q2,Wednesday,0,7,352.4,17.62,334.78,128.0,206.78,61.77,Gen X (40-59),Premium Tier
ORD-106242,2024-08-27,2024-09-01,CUST-3191,Customer_3191,72,Other,Canada,Electronics,Smartphone Pro,1,408.09000000000003,450.0,0.2,21.85,Credit Card,Processing,2024,8,August,Q3,Tuesday,0,5,408.09,81.62,326.47,450.0,-123.53,-37.84,Boomer+ (60+),Premium Tier
ORD-109522,2025-01-15,2025-01-21,CUST-2784,Customer_2784,74,Female,Germany,Books & Stationery,Data Science Handbook (Hardcover),2,56.87,20.0,0.1,19.67,Bank Transfer,Delivered,2025,1,January,Q1,Wednesday,0,6,113.74,11.37,102.37,40.0,62.37,60.93,Boomer+ (60+),Standard Tier
ORD-106882,2025-08-27,2025-08-30,CUST-1363,Customer_1363,53,Female,Germany,Clothing & Apparel,Casual Cotton T-Shirt,3,25.0,7.0,0.0,9.17,PayPal,Shipped,2025,8,August,Q3,Wednesday,0,3,75.0,0.0,75.0,21.0,54.0,72.0,Gen X (40-59),Budget Tier
